CompoundName	PrecursorMz	ProductMz	LibraryIntensity	NormalizedRetentionTime	SumFormula	SMILES	InChI	TransitionGroupId
INDOLELACTIC ACID	206.08118	65.03832	0.007280514	60.0	C11H11NO3	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)O	XGILAAMKEQUXLS-UHFFFAOYSA-N	INDOLELACTIC ACID_1127
INDOLELACTIC ACID	206.08118	91.05295	0.11948607	60.0	C11H11NO3	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)O	XGILAAMKEQUXLS-UHFFFAOYSA-N	INDOLELACTIC ACID_1126
INDOLELACTIC ACID	206.08118	160.07545	0.4432548	60.0	C11H11NO3	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)O	XGILAAMKEQUXLS-UHFFFAOYSA-N	INDOLELACTIC ACID_1125
INDOLELACTIC ACID	206.08118	118.06549	0.7940043	60.0	C11H11NO3	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)O	XGILAAMKEQUXLS-UHFFFAOYSA-N	INDOLELACTIC ACID_1124
INDOLEPROPIONIC ACID	190.08626	172.07762	0.07699999	60.0	C11H11NO2	C1=CC=C2C(=C1)C(=CN2)CCC(=O)O	GOLXRNDWAUTYKT-UHFFFAOYSA-N	INDOLEPROPIONIC ACID_1078
INDOLEPROPIONIC ACID	190.08626	55.01918	0.25755554	60.0	C11H11NO2	C1=CC=C2C(=C1)C(=CN2)CCC(=O)O	GOLXRNDWAUTYKT-UHFFFAOYSA-N	INDOLEPROPIONIC ACID_1075
INDOXYL-BETA-GLUCURONIDE	310.09213	106.0652	0.13133334	60.0	C14H15NO7	C1=CC=C2C(=C1)C(=CN2)OC3C(C(C(C(O3)C(=O)O)O)O)O	KUYNOZVWCFXSNE-BYNIDDHOSA-N	INDOXYL-BETA-GLUCURONIDE_956
INDOXYL-BETA-GLUCURONIDE	310.09213	79.05312	0.06966667	60.0	C14H15NO7	C1=CC=C2C(=C1)C(=CN2)OC3C(C(C(C(O3)C(=O)O)O)O)O	KUYNOZVWCFXSNE-BYNIDDHOSA-N	INDOXYL-BETA-GLUCURONIDE_957
INDOXYL-BETA-GLUCURONIDE	310.09213	41.03912	0.017666666	60.0	C14H15NO7	C1=CC=C2C(=C1)C(=CN2)OC3C(C(C(C(O3)C(=O)O)O)O)O	KUYNOZVWCFXSNE-BYNIDDHOSA-N	INDOXYL-BETA-GLUCURONIDE_958
INDOXYL-BETA-GLUCURONIDE	310.09213	134.05962	1.0	60.0	C14H15NO7	C1=CC=C2C(=C1)C(=CN2)OC3C(C(C(C(O3)C(=O)O)O)O)O	KUYNOZVWCFXSNE-BYNIDDHOSA-N	INDOXYL-BETA-GLUCURONIDE_955
INDOXYL-BETA-GLUCURONIDE	310.09213	210.14742	0.004	60.0	C14H15NO7	C1=CC=C2C(=C1)C(=CN2)OC3C(C(C(C(O3)C(=O)O)O)O)O	KUYNOZVWCFXSNE-BYNIDDHOSA-N	INDOXYL-BETA-GLUCURONIDE_959
INOSINE	269.08804	137.04677	1.0	60.0	C10H12N4O5	C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O	UGQMRVRMYYASKQ-KQYNXXCUSA-N	INOSINE_787
INOSINE	269.08804	110.03562	0.078666665	60.0	C10H12N4O5	C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O	UGQMRVRMYYASKQ-KQYNXXCUSA-N	INOSINE_788
INOSINE	269.08804	57.03383	0.015666666	60.0	C10H12N4O5	C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O	UGQMRVRMYYASKQ-KQYNXXCUSA-N	INOSINE_789
INOSINE	269.08804	225.03867	0.005666667	60.0	C10H12N4O5	C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O	UGQMRVRMYYASKQ-KQYNXXCUSA-N	INOSINE_791
INOSINE	269.08804	82.04075	0.014166667	60.0	C10H12N4O5	C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O	UGQMRVRMYYASKQ-KQYNXXCUSA-N	INOSINE_790
INOSINE 5'-MONOPHOSPHATE	349.05438	233.06862	0.0076666665	60.0	C10H13N4O8P	C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O	GRSZFWQUAKGDAV-KQYNXXCUSA-N	INOSINE 5'-MONOPHOSPHATE_779
INOSINE 5'-MONOPHOSPHATE	349.05438	137.04646	1.0	60.0	C10H13N4O8P	C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O	GRSZFWQUAKGDAV-KQYNXXCUSA-N	INOSINE 5'-MONOPHOSPHATE_777
INOSINE 5'-MONOPHOSPHATE	349.05438	97.02868	0.11883334	60.0	C10H13N4O8P	C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O	GRSZFWQUAKGDAV-KQYNXXCUSA-N	INOSINE 5'-MONOPHOSPHATE_778
INOSINE 5'-MONOPHOSPHATE	349.05438	41.04681	0.0053333337	60.0	C10H13N4O8P	C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O	GRSZFWQUAKGDAV-KQYNXXCUSA-N	INOSINE 5'-MONOPHOSPHATE_781
INOSINE 5'-MONOPHOSPHATE	349.05438	82.04099	0.0058333334	60.0	C10H13N4O8P	C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O	GRSZFWQUAKGDAV-KQYNXXCUSA-N	INOSINE 5'-MONOPHOSPHATE_780
IRBESARTAN	429.23975	84.0802	0.06358381	60.0	C25H28N6O	CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5	YOSHYTLCDANDAN-UHFFFAOYSA-N	IRBESARTAN_1011
IRBESARTAN	429.23975	180.08096	0.12303882	60.0	C25H28N6O	CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5	YOSHYTLCDANDAN-UHFFFAOYSA-N	IRBESARTAN_1010
IRBESARTAN	429.23975	235.09737	0.012386458	60.0	C25H28N6O	CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5	YOSHYTLCDANDAN-UHFFFAOYSA-N	IRBESARTAN_1013
IRBESARTAN	429.23975	207.09125	1.0	60.0	C25H28N6O	CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5	YOSHYTLCDANDAN-UHFFFAOYSA-N	IRBESARTAN_1009
IRBESARTAN	429.23975	386.2215	0.052023124	60.0	C25H28N6O	CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5	YOSHYTLCDANDAN-UHFFFAOYSA-N	IRBESARTAN_1012
IS	192.27287	127.95682	0.805039	60.0	C10H20O2	CCCCCCCCCC(=O)O	GHVNFZFCNZKVNT-KIJKOTCYSA-N	IS_1892
IS	135.12077	89.11589	0.8966194	60.0	C6H13NO2	CC(C)CC(C(=O)O)N	ROHFNLRQFUQHCH-LONBSJBQSA-N	IS_14
IS	135.12077	46.07386	1.0	60.0	C6H13NO2	CC(C)CC(C(=O)O)N	ROHFNLRQFUQHCH-LONBSJBQSA-N	IS_13
IS	192.27287	80.10911	0.73245347	60.0	C10H20O2	CCCCCCCCCC(=O)O	GHVNFZFCNZKVNT-KIJKOTCYSA-N	IS_1893
IS	153.07718	136.0524	0.19303925	60.0	C5H11NO2S	CSCCC(C(=O)O)N	FFEARJCKVFRZRR-OSIBIXDNSA-N	IS_1490
IS	200.04727	154.04172	0.9794062	60.0	C9H10ClNO2	C1=CC(=CC=C1CC(C(=O)O)N)Cl	NIGWMJHCCYYCSF-QMMMGPOBSA-N	IS_2005
IS	153.07718	56.04958	1.0	60.0	C5H11NO2S	CSCCC(C(=O)O)N	FFEARJCKVFRZRR-OSIBIXDNSA-N	IS_1487
IS	171.11768	52.03047	0.04035346	60.0	C9H11NO2	C1=CC=C(C=C1)CC(C(=O)O)N	COLNVLDHVKWLRT-HRVDQBBZSA-N	IS_321
IS	192.27287	135.09142	0.3431314	60.0	C10H20O2	CCCCCCCCCC(=O)O	GHVNFZFCNZKVNT-KIJKOTCYSA-N	IS_1894
IS	395.3094	200.94849	1.0	60.0	C24H38O4	CCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC	MQIUGAXCHLFZKX-AMEAAFLOSA-N	IS_188
IS	215.20058	98.09382	0.145	60.0	C13H26O2	CCCCCCCCCCCCC(=O)O	SZHOJFHSIKHZHA-UHFFFAOYSA-N	IS_62
IS	395.3094	153.04947	1.0	60.0	C24H38O4	CCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC	MQIUGAXCHLFZKX-AMEAAFLOSA-N	IS_187
IS	185.09688	110.06533	1.0	60.0	C9H9NO3	C1=CC=C(C=C1)C(=O)NCC(=O)O	QIAFMBKCNZACKA-RALIUCGRSA-N	IS_380
IS	185.09688	82.06968	0.6763261	60.0	C9H9NO3	C1=CC=C(C=C1)C(=O)NCC(=O)O	QIAFMBKCNZACKA-RALIUCGRSA-N	IS_381
IS	200.04727	119.07243	1.0	60.0	C9H10ClNO2	C1=CC(=CC=C1CC(C(=O)O)N)Cl	NIGWMJHCCYYCSF-QMMMGPOBSA-N	IS_2004
IS	185.09688	57.93473	0.10068762	60.0	C9H9NO3	C1=CC=C(C=C1)C(=O)NCC(=O)O	QIAFMBKCNZACKA-RALIUCGRSA-N	IS_382
IS	200.04727	91.05447	0.22251938	60.0	C9H10ClNO2	C1=CC(=CC=C1CC(C(=O)O)N)Cl	NIGWMJHCCYYCSF-QMMMGPOBSA-N	IS_2006
IS	171.11768	106.07679	0.422975	60.0	C9H11NO2	C1=CC=C(C=C1)CC(C(=O)O)N	COLNVLDHVKWLRT-HRVDQBBZSA-N	IS_320
IS	171.11768	79.05216	0.44138438	60.0	C9H11NO2	C1=CC=C(C=C1)CC(C(=O)O)N	COLNVLDHVKWLRT-HRVDQBBZSA-N	IS_319
IS	200.04727	77.03906	0.11152714	60.0	C9H10ClNO2	C1=CC(=CC=C1CC(C(=O)O)N)Cl	NIGWMJHCCYYCSF-QMMMGPOBSA-N	IS_2007
IS	171.11768	125.11417	1.0	60.0	C9H11NO2	C1=CC=C(C=C1)CC(C(=O)O)N	COLNVLDHVKWLRT-HRVDQBBZSA-N	IS_318
IS	192.27287	50.098	1.0	60.0	C10H20O2	CCCCCCCCCC(=O)O	GHVNFZFCNZKVNT-KIJKOTCYSA-N	IS_1891
IS	153.07718	64.02954	0.941117	60.0	C5H11NO2S	CSCCC(C(=O)O)N	FFEARJCKVFRZRR-OSIBIXDNSA-N	IS_1488
IS	185.09688	143.95747	0.009823183	60.0	C9H9NO3	C1=CC=C(C=C1)C(=O)NCC(=O)O	QIAFMBKCNZACKA-RALIUCGRSA-N	IS_383
IS	160.21648	50.09858	1.0	60.0	C8H16O2	CCCCCCCC(=O)O	WWZKQHOCKIZLMA-PMELWRBQSA-N	IS_1769
IS	160.21648	96.93694	0.603912	60.0	C8H16O2	CCCCCCCC(=O)O	WWZKQHOCKIZLMA-PMELWRBQSA-N	IS_1770
IS	160.21648	59.93027	0.53178483	60.0	C8H16O2	CCCCCCCC(=O)O	WWZKQHOCKIZLMA-PMELWRBQSA-N	IS_1771
IS	215.20058	57.06926	1.0	60.0	C13H26O2	CCCCCCCCCCCCC(=O)O	SZHOJFHSIKHZHA-UHFFFAOYSA-N	IS_58
IS	200.04727	51.02252	0.017116876	60.0	C9H10ClNO2	C1=CC(=CC=C1CC(C(=O)O)N)Cl	NIGWMJHCCYYCSF-QMMMGPOBSA-N	IS_2008
IS	160.21648	112.13131	0.19682153	60.0	C8H16O2	CCCCCCCC(=O)O	WWZKQHOCKIZLMA-PMELWRBQSA-N	IS_1772
IS	153.07718	107.0718	0.42391744	60.0	C5H11NO2S	CSCCC(C(=O)O)N	FFEARJCKVFRZRR-OSIBIXDNSA-N	IS_1489
IS	215.20058	169.07574	0.5	60.0	C13H26O2	CCCCCCCCCCCCC(=O)O	SZHOJFHSIKHZHA-UHFFFAOYSA-N	IS_59
IS	256.38568	128.96141	0.38037634	60.0	C14H28O2	CCCCCCCCCCCCCC(=O)O	TUNFSRHWOTWDNC-RZVOLPTOSA-N	IS_430
IS	210.12857	122.0898	1.0	60.0	C11H12N2O2	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N	QIVBCDIJIAJPQS-HLTLGYGQSA-N	IS_1853
IS	256.38568	50.09788	1.0	60.0	C14H28O2	CCCCCCCCCCCCCC(=O)O	TUNFSRHWOTWDNC-RZVOLPTOSA-N	IS_428
IS	210.12857	150.08484	0.974141	60.0	C11H12N2O2	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N	QIVBCDIJIAJPQS-HLTLGYGQSA-N	IS_1854
IS	210.12857	192.09653	0.80623454	60.0	C11H12N2O2	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N	QIVBCDIJIAJPQS-HLTLGYGQSA-N	IS_1855
IS	210.12857	95.08016	0.40453416	60.0	C11H12N2O2	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N	QIVBCDIJIAJPQS-HLTLGYGQSA-N	IS_1856
IS	170.06117	51.02439	0.19750519	60.0	C8H8FNO2	C1=CC=C(C(=C1)NCC(=O)O)F	VCJRLZZBUWJOGG-UHFFFAOYSA-N	IS_1928
IS	170.06117	153.03644	0.7307693	60.0	C8H8FNO2	C1=CC=C(C(=C1)NCC(=O)O)F	VCJRLZZBUWJOGG-UHFFFAOYSA-N	IS_1927
IS	170.06117	125.03994	0.9837144	60.0	C8H8FNO2	C1=CC=C(C(=C1)NCC(=O)O)F	VCJRLZZBUWJOGG-UHFFFAOYSA-N	IS_1926
IS	170.06117	97.04484	1.0	60.0	C8H8FNO2	C1=CC=C(C(=C1)NCC(=O)O)F	VCJRLZZBUWJOGG-UHFFFAOYSA-N	IS_1925
IS	395.3094	263.86075	0.54	60.0	C24H38O4	CCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC	MQIUGAXCHLFZKX-AMEAAFLOSA-N	IS_191
IS	186.10628	140.10185	1.0	60.0	C9H11NO3	C1=CC(=CC=C1CC(C(=O)O)N)O	OUYCCCASQSFEME-FCDGGRDXSA-N	IS_2159
IS	395.3094	81.06901	0.779	60.0	C24H38O4	CCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC	MQIUGAXCHLFZKX-AMEAAFLOSA-N	IS_190
IS	395.3094	327.83463	0.819	60.0	C24H38O4	CCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC	MQIUGAXCHLFZKX-AMEAAFLOSA-N	IS_189
IS	186.10628	94.07255	0.9876612	60.0	C9H11NO3	C1=CC(=CC=C1CC(C(=O)O)N)O	OUYCCCASQSFEME-FCDGGRDXSA-N	IS_2160
IS	186.10628	80.06896	0.5608525	60.0	C9H11NO3	C1=CC(=CC=C1CC(C(=O)O)N)O	OUYCCCASQSFEME-FCDGGRDXSA-N	IS_2161
IS	186.10628	169.07846	0.5608525	60.0	C9H11NO3	C1=CC(=CC=C1CC(C(=O)O)N)O	OUYCCCASQSFEME-FCDGGRDXSA-N	IS_2162
IS	186.10628	57.07135	0.3045429	60.0	C9H11NO3	C1=CC(=CC=C1CC(C(=O)O)N)O	OUYCCCASQSFEME-FCDGGRDXSA-N	IS_2163
IS	324.2884	155.03061	0.19767095	60.0	C21H30O2	CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C	RJKFOVLPORLFTN-PQIPVKAESA-N	IS_1906
IS	324.2884	187.17361	0.20424008	60.0	C21H30O2	CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C	RJKFOVLPORLFTN-PQIPVKAESA-N	IS_1905
IS	324.2884	55.05359	0.27888924	60.0	C21H30O2	CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C	RJKFOVLPORLFTN-PQIPVKAESA-N	IS_1904
IS	324.2884	81.06959	0.36398923	60.0	C21H30O2	CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C	RJKFOVLPORLFTN-PQIPVKAESA-N	IS_1903
IS	324.2884	100.08401	0.7799343	60.0	C21H30O2	CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C	RJKFOVLPORLFTN-PQIPVKAESA-N	IS_1902
IS	243.99678	197.9921	1.0	60.0	C9H10BrNO2	C1=CC(=CC=C1CC(C(=O)O)N)Br	PEMUHKUIQHFMTH-QMMMGPOBSA-N	IS_824
IS	243.99678	119.07322	0.9703044	60.0	C9H10BrNO2	C1=CC(=CC=C1CC(C(=O)O)N)Br	PEMUHKUIQHFMTH-QMMMGPOBSA-N	IS_825
IS	243.99678	77.03883	0.06854739	60.0	C9H10BrNO2	C1=CC(=CC=C1CC(C(=O)O)N)Br	PEMUHKUIQHFMTH-QMMMGPOBSA-N	IS_826
IS	243.99678	226.97073	0.034397427	60.0	C9H10BrNO2	C1=CC(=CC=C1CC(C(=O)O)N)Br	PEMUHKUIQHFMTH-QMMMGPOBSA-N	IS_827
IS	243.99678	156.96513	0.014600347	60.0	C9H10BrNO2	C1=CC(=CC=C1CC(C(=O)O)N)Br	PEMUHKUIQHFMTH-QMMMGPOBSA-N	IS_828
IS	210.12857	75.0298	0.07651434	60.0	C11H12N2O2	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N	QIVBCDIJIAJPQS-HLTLGYGQSA-N	IS_1857
IS	256.38568	96.10375	0.5369624	60.0	C14H28O2	CCCCCCCCCCCCCC(=O)O	TUNFSRHWOTWDNC-RZVOLPTOSA-N	IS_429
IS	181.10197	52.02841	0.015760304	60.0	C10H9NO2	C1=CC=C2C(=C1)C(=CN2)CC(=O)O	SEOVTRFCIGRIMH-SNOLXCFTSA-N	IS_737
IS	215.20058	83.08556	0.4655	60.0	C13H26O2	CCCCCCCCCCCCC(=O)O	SZHOJFHSIKHZHA-UHFFFAOYSA-N	IS_60
IS	256.38568	84.9577	0.32459676	60.0	C14H28O2	CCCCCCCCCCCCCC(=O)O	TUNFSRHWOTWDNC-RZVOLPTOSA-N	IS_431
IS	181.10197	79.05143	0.2059231	60.0	C10H9NO2	C1=CC=C2C(=C1)C(=CN2)CC(=O)O	SEOVTRFCIGRIMH-SNOLXCFTSA-N	IS_736
IS	181.10197	107.07897	0.3472463	60.0	C10H9NO2	C1=CC=C2C(=C1)C(=CN2)CC(=O)O	SEOVTRFCIGRIMH-SNOLXCFTSA-N	IS_735
IS	256.38568	170.92625	0.15053764	60.0	C14H28O2	CCCCCCCCCCCCCC(=O)O	TUNFSRHWOTWDNC-RZVOLPTOSA-N	IS_432
IS	215.20058	159.13737	0.288	60.0	C13H26O2	CCCCCCCCCCCCC(=O)O	SZHOJFHSIKHZHA-UHFFFAOYSA-N	IS_61
IS	181.10197	134.0908	1.0	60.0	C10H9NO2	C1=CC=C2C(=C1)C(=CN2)CC(=O)O	SEOVTRFCIGRIMH-SNOLXCFTSA-N	IS_734
ISOLEUCINE	132.1019	103.95924	0.012760605	60.0	C6H13NO2	CCC(C)C(C(=O)O)N	AGPKZVBTJJNPAG-WHFBIAKZSA-N	ISOLEUCINE_563
ISONICOTINIC ACID	124.03931	53.03837	0.558838	60.0	C6H5NO2	C1=CN=CC=C1C(=O)O	TWBYWOBDOCUKOW-UHFFFAOYSA-N	ISONICOTINIC ACID_1908
ISONICOTINIC ACID	124.03931	80.04979	1.0	60.0	C6H5NO2	C1=CN=CC=C1C(=O)O	TWBYWOBDOCUKOW-UHFFFAOYSA-N	ISONICOTINIC ACID_1907
ISONICOTINIC ACID	124.03931	96.04472	0.41605124	60.0	C6H5NO2	C1=CN=CC=C1C(=O)O	TWBYWOBDOCUKOW-UHFFFAOYSA-N	ISONICOTINIC ACID_1909
ISOVALERYLGLYCINE	160.09682	77.043	0.7041485	60.0	C7H13NO3	CC(C)CC(=O)NCC(=O)O	ZRQXMKMBBMNNQC-UHFFFAOYSA-N	ISOVALERYLGLYCINE_752
ISOVALERYLGLYCINE	160.09682	104.05297	0.22161572	60.0	C7H13NO3	CC(C)CC(=O)NCC(=O)O	ZRQXMKMBBMNNQC-UHFFFAOYSA-N	ISOVALERYLGLYCINE_753
ISOVALERYLGLYCINE	160.09682	57.07303	0.9355895	60.0	C7H13NO3	CC(C)CC(=O)NCC(=O)O	ZRQXMKMBBMNNQC-UHFFFAOYSA-N	ISOVALERYLGLYCINE_751
ISOVALERYLGLYCINE	160.09682	132.04883	1.0	60.0	C7H13NO3	CC(C)CC(=O)NCC(=O)O	ZRQXMKMBBMNNQC-UHFFFAOYSA-N	ISOVALERYLGLYCINE_750
KETOPROFEN	255.10158	105.03345	1.0	60.0	C16H14O3	CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O	DKYWVDODHFEZIM-UHFFFAOYSA-N	KETOPROFEN_512
KETOPROFEN	255.10158	209.09717	0.84877235	60.0	C16H14O3	CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O	DKYWVDODHFEZIM-UHFFFAOYSA-N	KETOPROFEN_513
KETOPROFEN	255.10158	77.03841	0.6704799	60.0	C16H14O3	CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O	DKYWVDODHFEZIM-UHFFFAOYSA-N	KETOPROFEN_514
KETOPROFEN	255.10158	177.05463	0.11886162	60.0	C16H14O3	CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O	DKYWVDODHFEZIM-UHFFFAOYSA-N	KETOPROFEN_515
KETOPROFEN	255.10158	131.04869	0.038504466	60.0	C16H14O3	CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O	DKYWVDODHFEZIM-UHFFFAOYSA-N	KETOPROFEN_516
KYNURENIC ACID	190.04987	144.0467	1.0	60.0	C10H7NO3	C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O	HCZHHEIFKROPDY-UHFFFAOYSA-N	KYNURENIC ACID_298
KYNURENIC ACID	190.04987	89.04005	0.48677328	60.0	C10H7NO3	C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O	HCZHHEIFKROPDY-UHFFFAOYSA-N	KYNURENIC ACID_299
KYNURENIC ACID	190.04987	116.05122	0.33328202	60.0	C10H7NO3	C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O	HCZHHEIFKROPDY-UHFFFAOYSA-N	KYNURENIC ACID_300
KYNURENIC ACID	190.04987	63.02486	0.021531835	60.0	C10H7NO3	C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O	HCZHHEIFKROPDY-UHFFFAOYSA-N	KYNURENIC ACID_301
KYNURENIC ACID	190.04987	65.04031	0.006613349	60.0	C10H7NO3	C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O	HCZHHEIFKROPDY-UHFFFAOYSA-N	KYNURENIC ACID_302
KYNURENINE	209.09207	192.0676	0.4207143	60.0	C10H12N2O3	C1=CC=C(C(=C1)C(=O)CC(C(=O)O)N)N	YGPSJZOEDVAXAB-UHFFFAOYSA-N	KYNURENINE_174
KYNURENINE	209.09207	146.06215	0.8833334	60.0	C10H12N2O3	C1=CC=C(C(=C1)C(=O)CC(C(=O)O)N)N	YGPSJZOEDVAXAB-UHFFFAOYSA-N	KYNURENINE_171
KYNURENINE	209.09207	94.06674	1.0	60.0	C10H12N2O3	C1=CC=C(C(=C1)C(=O)CC(C(=O)O)N)N	YGPSJZOEDVAXAB-UHFFFAOYSA-N	KYNURENINE_170
KYNURENINE	209.09207	74.02534	0.5121429	60.0	C10H12N2O3	C1=CC=C(C(=C1)C(=O)CC(C(=O)O)N)N	YGPSJZOEDVAXAB-UHFFFAOYSA-N	KYNURENINE_173
KYNURENINE	209.09207	118.06702	0.60833335	60.0	C10H12N2O3	C1=CC=C(C(=C1)C(=O)CC(C(=O)O)N)N	YGPSJZOEDVAXAB-UHFFFAOYSA-N	KYNURENINE_172
LANSOPRAZOLE	370.08316	234.02145	0.39121953	60.0	C16H14F3N3O2S	CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F	MJIHNNLFOKEZEW-UHFFFAOYSA-N	LANSOPRAZOLE_1516
LANSOPRAZOLE	370.08316	107.07702	0.34487805	60.0	C16H14F3N3O2S	CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F	MJIHNNLFOKEZEW-UHFFFAOYSA-N	LANSOPRAZOLE_1517
LANSOPRAZOLE	370.08316	205.07343	0.24878049	60.0	C16H14F3N3O2S	CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F	MJIHNNLFOKEZEW-UHFFFAOYSA-N	LANSOPRAZOLE_1518
LANSOPRAZOLE	370.08316	252.03188	1.0	60.0	C16H14F3N3O2S	CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F	MJIHNNLFOKEZEW-UHFFFAOYSA-N	LANSOPRAZOLE_1514
LANSOPRAZOLE	370.08316	119.06413	0.7043903	60.0	C16H14F3N3O2S	CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F	MJIHNNLFOKEZEW-UHFFFAOYSA-N	LANSOPRAZOLE_1515
LAUROYLCARNITINE	344.27954	285.2059	0.06591421	60.0	C19H37NO4	CCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	FUJLYHJROOYKRA-QGZVFWFLSA-N	LAUROYLCARNITINE_1501
LAUROYLCARNITINE	344.27954	144.10194	0.022121895	60.0	C19H37NO4	CCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	FUJLYHJROOYKRA-QGZVFWFLSA-N	LAUROYLCARNITINE_1503
LAUROYLCARNITINE	344.27954	183.17438	0.0261851	60.0	C19H37NO4	CCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	FUJLYHJROOYKRA-QGZVFWFLSA-N	LAUROYLCARNITINE_1502
LAUROYLCARNITINE	344.27954	60.08103	0.117381476	60.0	C19H37NO4	CCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	FUJLYHJROOYKRA-QGZVFWFLSA-N	LAUROYLCARNITINE_1500
LAUROYLCARNITINE	344.27954	85.02827	1.0	60.0	C19H37NO4	CCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	FUJLYHJROOYKRA-QGZVFWFLSA-N	LAUROYLCARNITINE_1499
LAURYL GALLATE	339.2166	171.03062	1.0	60.0	C19H30O5	CCCCCCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O	RPWFJAMTCNSJKK-UHFFFAOYSA-N	LAURYL GALLATE_1443
LAURYL GALLATE	339.2166	81.03455	0.5616513	60.0	C19H30O5	CCCCCCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O	RPWFJAMTCNSJKK-UHFFFAOYSA-N	LAURYL GALLATE_1447
LAURYL GALLATE	339.2166	57.07027	0.7012493	60.0	C19H30O5	CCCCCCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O	RPWFJAMTCNSJKK-UHFFFAOYSA-N	LAURYL GALLATE_1445
LAURYL GALLATE	339.2166	127.04029	0.74579024	60.0	C19H30O5	CCCCCCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O	RPWFJAMTCNSJKK-UHFFFAOYSA-N	LAURYL GALLATE_1444
